Date,EURUSD25R1M BGN Curncy  (R1),USDJPY25R1M BGN Curncy  (R2),EURJPY25R1M BGN Curncy  (L1)
44404,-2.2499999999999999E-2,-0.51249999999999996,-0.57999999999999996
44403,-5.2499999999999998E-2,-0.36,-0.505
44400,-7.2499999999999995E-2,-0.39,-0.54500000000000004
44399,-0.10249999999999999,-0.45500000000000002,-0.63749999999999996
44398,-0.1125,-0.48499999999999999,-0.66
44397,-0.14749999999999999,-0.54500000000000004,-0.7
44396,-0.115,-0.5675,-0.71499999999999997
44393,-0.10249999999999999,-0.33,-0.56499999999999995
44392,-0.10249999999999999,-0.33,-0.59
44391,-0.11749999999999999,-0.26750000000000002,-0.56499999999999995
44390,-0.1225,-0.27750000000000002,-0.55000000000000004
44389,-7.2499999999999995E-2,-0.32250000000000001,-0.59
44386,-7.7499999999999999E-2,-0.34499999999999997,-0.58499999999999996
44385,-9.2499999999999999E-2,-0.52500000000000002,-0.61750000000000005
44384,-0.2225,-0.25,-0.52500000000000002
44383,-0.19750000000000001,-8.2500000000000004E-2,-0.46
44382,-0.1525,-2.5000000000000001E-2,-0.4
44379,-0.21249999999999999,-5.0000000000000001E-3,-0.41
44378,-0.21249999999999999,0.05,-0.47
44377,-0.1875,-2.2499999999999999E-2,-0.41749999999999998
44376,-0.1525,-8.5000000000000006E-2,-0.38750000000000001
44375,-9.7500000000000003E-2,-7.4999999999999997E-2,-0.36
44372,-9.2499999999999999E-2,-7.2499999999999995E-2,-0.375
44371,-9.7500000000000003E-2,-9.7500000000000003E-2,-0.4425
44370,-9.7500000000000003E-2,-8.7499999999999994E-2,-0.46
44369,-0.1875,-0.155,-0.47499999999999998
44368,-0.27750000000000002,-0.34749999999999998,-0.53749999999999998
44365,-0.34250000000000003,-2.75E-2,-0.45
44364,-0.38750000000000001,4.7500000000000001E-2,-0.38500000000000001
44363,-0.1875,6.25E-2,-0.17749999999999999
44362,-0.14249999999999999,-4.2500000000000003E-2,-0.20499999999999999
44361,-9.2499999999999999E-2,-0.1075,-0.22500000000000001
44358,-7.2499999999999995E-2,-9.7500000000000003E-2,-0.23499999999999999
44357,-1.2500000000000001E-2,-0.10249999999999999,-0.21
44356,-2.5000000000000001E-3,-0.12,-0.21249999999999999
44355,1.2500000000000001E-2,-7.0000000000000007E-2,-0.185
44354,0.01,-7.2499999999999995E-2,-0.1925
44351,2.5000000000000001E-2,-7.2499999999999995E-2,-0.19500000000000001
44350,-2.5000000000000001E-3,-4.2500000000000003E-2,-0.19500000000000001
44349,2.5000000000000001E-3,-0.105,-0.20250000000000001
44348,5.2499999999999998E-2,-0.125,-0.2175
44347,-2.5000000000000001E-3,-0.1125,-0.2225
44344,-7.4999999999999997E-3,-0.11,-0.22750000000000001
44343,8.5000000000000006E-2,-0.12,-0.20250000000000001
44342,0.1275,-0.27,-0.2475
44341,0.1875,-0.27,-0.20250000000000001
44340,0.14749999999999999,-0.27,-0.22750000000000001
44337,0.1575,-0.28499999999999998,-0.23749999999999999
44336,0.20250000000000001,-0.30499999999999999,-0.245
44335,0.20749999999999999,-0.33,-0.23499999999999999
44334,0.23250000000000001,-0.245,-0.24
44333,0.1525,-0.245,-0.255
44330,0.14749999999999999,-0.22,-0.245
44329,0.13750000000000001,-0.215,-0.255
44328,0.1875,-0.215,-0.21
44327,0.25750000000000001,-0.36,-0.2225
44326,0.26750000000000002,-0.27500000000000002,-0.21
44323,0.2525,-0.245,-0.16
44322,0.10249999999999999,-0.15,-0.23499999999999999
44321,1.7500000000000002E-2,-0.14000000000000001,-0.26
44320,1.2500000000000001E-2,-0.1,-0.27500000000000002
44319,2.5000000000000001E-2,-3.5000000000000003E-2,-0.26500000000000001
44316,3.5000000000000003E-2,-0.05,-0.255
44315,7.2499999999999995E-2,-5.5E-2,-0.26250000000000001
44314,6.25E-2,-0.19,-0.38750000000000001
44313,7.7499999999999999E-2,-0.33,-0.46500000000000002
44312,0.1275,-0.49,-0.51500000000000001
44309,0.14249999999999999,-0.53249999999999997,-0.5
44308,0.1225,-0.50249999999999995,-0.52500000000000002
44307,0.1225,-0.495,-0.52
44306,0.155,-0.49,-0.53
44305,0.17749999999999999,-0.48,-0.50749999999999995
44302,0.13250000000000001,-0.40500000000000003,-0.52749999999999997
44301,0.13,-0.41,-0.54500000000000004
44300,0.115,-0.46500000000000002,-0.55000000000000004
44299,7.4999999999999997E-2,-0.4,-0.54749999999999999
44298,8.5000000000000006E-2,-0.40250000000000002,-0.58499999999999996
44295,0.1075,-0.39500000000000002,-0.59
44294,9.7500000000000003E-2,-0.435,-0.61499999999999999
44293,0.1125,-0.39500000000000002,-0.57999999999999996
44292,5.2499999999999998E-2,-0.32,-0.625
44291,-0.01,-0.16500000000000001,-0.59499999999999997
44288,-0.02,-0.12,-0.625
44287,-0.09,-0.11,-0.62
44286,-0.1575,-7.2499999999999995E-2,-0.6875
44285,-0.2475,-8.2500000000000004E-2,-0.755
44284,-0.27500000000000002,-0.14749999999999999,-0.76
44281,-0.29249999999999998,-0.14749999999999999,-0.76
44280,-0.32250000000000001,-0.34250000000000003,-0.91
44279,-0.32750000000000001,-0.40250000000000002,-0.92249999999999999
44278,-0.22750000000000001,-0.38,-0.745
44277,-0.1825,-0.14499999999999999,-0.55000000000000004
44274,-0.19750000000000001,-0.15,-0.52
44273,-0.16750000000000001,-0.125,-0.45750000000000002
44272,-0.14000000000000001,-9.2499999999999999E-2,-0.41249999999999998
44271,-0.2225,-0.12,-0.47749999999999998
44270,-0.19750000000000001,-0.1125,-0.44
44267,-0.17,-0.17,-0.46
44266,-0.125,-0.24249999999999999,-0.47
44265,-0.21249999999999999,-0.2225,-0.46
44264,-0.33250000000000002,-0.17249999999999999,-0.5575
44263,-0.34250000000000003,-7.7499999999999999E-2,-0.57250000000000001
44260,-0.27,-0.11,-0.5575
44259,-0.19500000000000001,-0.1075,-0.54749999999999999
44258,-1.2500000000000001E-2,-0.2,-0.42499999999999999
44257,5.0000000000000001E-3,-0.22750000000000001,-0.44500000000000001
44256,-0.2175,-0.20749999999999999,-0.53
44253,-0.27,-0.23250000000000001,-0.67
44252,7.2499999999999995E-2,-0.22750000000000001,-0.51749999999999996
44251,-0.01,-0.25,-0.57250000000000001
44250,7.4999999999999997E-3,-0.40500000000000003,-0.59250000000000003
44249,-3.5000000000000003E-2,-0.46,-0.53249999999999997
44246,-1.2500000000000001E-2,-0.255,-0.42749999999999999
44245,-3.5000000000000003E-2,-0.185,-0.4375
44244,-0.02,-9.5000000000000001E-2,-0.42749999999999999
44243,5.2499999999999998E-2,5.0000000000000001E-3,-0.33750000000000002
44242,7.2499999999999995E-2,-0.15,-0.42249999999999999
44239,0.08,-0.245,-0.53249999999999997
44238,8.7499999999999994E-2,-0.31,-0.51249999999999996
44237,0.16,-0.32500000000000001,-0.50249999999999995
44236,0.1,-0.42,-0.5625
44235,-6.7500000000000004E-2,-0.28999999999999998,-0.53249999999999997
44232,-0.17749999999999999,-0.19500000000000001,-0.55249999999999999
44231,-0.28749999999999998,-0.20499999999999999,-0.56000000000000005
44230,-0.29749999999999999,-0.28000000000000003,-0.61499999999999999
44229,-0.28249999999999997,-0.28999999999999998,-0.59750000000000003
44228,-0.17749999999999999,-0.3,-0.55249999999999999
44225,-0.08,-0.24,-0.51749999999999996
44224,-0.1525,-0.27,-0.54249999999999998
44223,-0.105,-0.3,-0.46500000000000002
44222,3.2500000000000001E-2,-0.44,-0.51
44221,7.4999999999999997E-2,-0.46,-0.5
44218,0.1075,-0.46500000000000002,-0.51500000000000001
44217,7.7499999999999999E-2,-0.49,-0.55000000000000004
44216,1.4999999999999999E-2,-0.495,-0.55000000000000004
44215,-1.7500000000000002E-2,-0.51,-0.56000000000000005
44214,-0.15,-0.56000000000000005,-0.67500000000000004
44211,-0.13,-0.45500000000000002,-0.55000000000000004
44210,-0.12,-0.47,-0.54500000000000004
44209,-0.115,-0.55000000000000004,-0.49
44208,-5.2499999999999998E-2,-0.5,-0.46500000000000002
44207,-7.4999999999999997E-2,-0.42,-0.435
44204,0.08,-0.46500000000000002,-0.42
44203,0.19500000000000001,-0.55500000000000005,-0.38
44202,0.27,-0.76500000000000001,-0.47499999999999998
44201,0.29249999999999998,-0.83,-0.55000000000000004
44200,0.32250000000000001,-0.82,-0.53500000000000003
44197,0.28249999999999997,-0.8,-0.53500000000000003
44196,0.27250000000000002,-0.80500000000000005,-0.53500000000000003
44195,0.28249999999999997,-0.79500000000000004,-0.6
44194,0.115,-0.72,-0.61499999999999999
44193,4.2500000000000003E-2,-0.72,-0.60499999999999998
44190,2.5000000000000001E-2,-0.71499999999999997,-0.61499999999999999
44189,2.75E-2,-0.72,-0.61499999999999999
44188,7.4999999999999997E-3,-0.745,-0.63
44187,2.75E-2,-0.77249999999999996,-0.64
44186,2.75E-2,-0.82750000000000001,-0.68
44183,0.28249999999999997,-0.82499999999999996,-0.59
44182,0.28249999999999997,-0.81,-0.61
44181,0.215,-0.79,-0.67
44180,1.4999999999999999E-2,-0.79,-0.69
44179,4.4999999999999998E-2,-0.79,-0.69499999999999995
44176,-2.5000000000000001E-3,-0.73499999999999999,-0.77
44175,0.11,-0.67,-0.42
44174,0.19,-0.69,-0.39500000000000002
44173,0.18,-0.75,-0.44500000000000001
44172,0.24,-0.76,-0.43
44169,0.51,-0.78500000000000003,-0.37
44168,0.52500000000000002,-0.74,-0.375
44167,0.48499999999999999,-0.56499999999999995,-0.22
44166,0.42499999999999999,-0.61499999999999999,-0.36499999999999999
44165,0.3725,-0.59499999999999997,-0.53
44162,0.34,-0.64249999999999996,-0.59
44161,0.32,-0.63249999999999995,-0.56000000000000005
44160,0.28749999999999998,-0.63749999999999996,-0.6
44159,0.21,-0.67749999999999999,-0.67500000000000004
44158,0.20749999999999999,-0.72250000000000003,-0.74
44155,0.19500000000000001,-0.88749999999999996,-0.84499999999999997
44154,0.18,-0.96250000000000002,-0.90500000000000003
44153,0.21,-1.0325,-0.93
44152,0.17499999999999999,-1.0525,-0.96
44151,0.1125,-0.97750000000000004,-0.95
44148,9.7500000000000003E-2,-1.0325,-0.98
44147,0.1,-0.98250000000000004,-0.91
44146,0.09,-0.88249999999999995,-0.85499999999999998
44145,0.22500000000000001,-0.95250000000000001,-0.89
44144,0.28999999999999998,-0.84250000000000003,-0.81
44141,0.32,-1.1200000000000001,-1.0225
44140,0.2475,-1.1775,-1.115
44139,0.14749999999999999,-1.1399999999999999,-1.2275
44138,0.11,-1.4075,-1.625
44137,-5.7500000000000002E-2,-1.43,-1.7124999999999999
44134,-7.0000000000000007E-2,-1.4275,-1.68
44133,-0.19500000000000001,-1.4175,-1.7250000000000001
44132,-0.17249999999999999,-1.5175000000000001,-1.4550000000000001
44131,0.1825,-1.25,-1.27
44130,0.35499999999999998,-1.175,-1.0149999999999999
44127,0.4325,-1.175,-0.97
44126,0.4325,-1.21,-1.04
44125,0.44500000000000001,-1.29,-1.085
44124,0.375,-1.145,-0.98
44123,0.28000000000000003,-1.2,-1.0349999999999999
44120,0.19500000000000001,-1.18,-1.0325
44119,0.19750000000000001,-1.2,-1.0249999999999999
44118,0.36499999999999999,-1.2050000000000001,-0.84750000000000003
44117,0.42749999999999999,-1.1950000000000001,-0.83750000000000002
44116,0.44500000000000001,-1.155,-0.83
44113,0.4375,-1.1399999999999999,-0.84499999999999997
44112,0.39250000000000002,-1.1274999999999999,-0.83
44111,0.42,-1.19,-0.85250000000000004
44110,0.42499999999999999,-1.2450000000000001,-0.93500000000000005
44109,0.39250000000000002,-1.2625,-0.96
44106,0.40749999999999997,-1.3425,-0.98499999999999999
44105,0.42499999999999999,-0.79749999999999999,-0.65500000000000003
44104,0.39,-0.84,-0.64500000000000002
44103,0.30499999999999999,-0.88,-0.76500000000000001
44102,7.2499999999999995E-2,-0.92500000000000004,-0.82499999999999996
44099,1.7500000000000002E-2,-0.95,-0.86750000000000005
44098,-1.7500000000000002E-2,-0.98,-0.92749999999999999
44097,-0.02,-0.97750000000000004,-0.91249999999999998
44096,1.7500000000000002E-2,-1.05,-0.90749999999999997
44095,0.105,-1.2725,-0.99750000000000005
44092,0.3775,-1.23,-0.90749999999999997
44091,0.38750000000000001,-1.2050000000000001,-0.91749999999999998
44090,0.41499999999999998,-1.27,-0.96250000000000002
44089,0.44,-1.22,-0.88749999999999996
44088,0.38250000000000001,-1.105,-0.85750000000000004
44085,0.39,-1.07,-0.84250000000000003
44084,0.46500000000000002,-1.0649999999999999,-0.85250000000000004
44083,0.29249999999999998,-1.1274999999999999,-0.9325
44082,0.26750000000000002,-1.18,-0.8175
44081,0.35249999999999998,-1.07,-0.67749999999999999
44078,0.35499999999999998,-1.1000000000000001,-0.66249999999999998
44077,0.42,-1.07,-0.64
44076,0.46500000000000002,-0.98499999999999999,-0.58250000000000002
44075,0.61750000000000005,-1.075,-0.57750000000000001
44074,0.64500000000000002,-1.2549999999999999,-0.67
44071,0.61499999999999999,-1.3374999999999999,-0.71499999999999997
44070,0.44,-0.94499999999999995,-0.53500000000000003
44069,0.46500000000000002,-0.92500000000000004,-0.53249999999999997
44068,0.46,-0.91,-0.55000000000000004
44067,0.47499999999999998,-0.94499999999999995,-0.59499999999999997
44064,0.39500000000000002,-1.02,-0.61750000000000005
44063,0.625,-0.98499999999999999,-0.54749999999999999
44062,0.66749999999999998,-1.0449999999999999,-0.58750000000000002
44061,0.71,-1.1100000000000001,-0.59
44060,0.625,-0.92749999999999999,-0.54249999999999998
44057,0.62,-0.88500000000000001,-0.53249999999999997
44056,0.64249999999999996,-0.84499999999999997,-0.4975
44055,0.5,-0.83499999999999996,-0.52500000000000002
44054,0.48249999999999998,-0.86499999999999999,-0.48749999999999999
44053,0.49249999999999999,-0.96499999999999997,-0.4975
44050,0.56999999999999995,-1.0249999999999999,-0.50749999999999995
44049,0.70250000000000001,-1.2350000000000001,-0.49249999999999999
44048,0.82,-1.2749999999999999,-0.52749999999999997
44047,0.64500000000000002,-1.1425000000000001,-0.55249999999999999
44046,0.64,-1.2175,-0.50249999999999995
44043,0.64249999999999996,-1.2024999999999999,-0.50249999999999995
44042,0.55000000000000004,-1.2275,-0.5575
44041,0.54500000000000004,-1.4624999999999999,-0.62749999999999995
44040,0.51749999999999996,-1.5075000000000001,-0.69750000000000001
44039,0.62,-1.7050000000000001,-0.77249999999999996
44036,0.3175,-1.2949999999999999,-0.65749999999999997
44035,0.33,-0.80500000000000005,-0.3775
44034,0.34499999999999997,-0.74,-0.3775
44033,0.23250000000000001,-0.65249999999999997,-0.3775
44032,0.17749999999999999,-0.60499999999999998,-0.4375
44029,0.2,-0.68500000000000005,-0.48749999999999999
44028,0.20499999999999999,-0.64749999999999996,-0.50749999999999995
44027,0.2175,-0.67249999999999999,-0.4975
44026,0.33750000000000002,-0.6875,-0.47749999999999998
44025,0.34499999999999997,-0.71499999999999997,-0.5
44022,0.3075,-0.74250000000000005,-0.52249999999999996
44021,0.33750000000000002,-0.625,-0.48
44020,0.34,-0.57750000000000001,-0.41
44019,0.32750000000000001,-0.57250000000000001,-0.45750000000000002
44018,0.46250000000000002,-0.56999999999999995,-0.4325
44015,0.39250000000000002,-0.56999999999999995,-0.42249999999999999
44014,0.39250000000000002,-0.61,-0.44750000000000001
44013,0.31,-0.65500000000000003,-0.47249999999999998
44012,0.27250000000000002,-0.64249999999999996,-0.64500000000000002
44011,0.1575,-0.82499999999999996,-0.89249999999999996
44008,7.2499999999999995E-2,-0.89749999999999996,-0.93500000000000005
44007,0.05,-0.96,-0.995
44006,8.7499999999999994E-2,-1.07,-1.0325
44005,0.16,-1.175,-1.3425
44004,-0.125,-1.2150000000000001,-1.4924999999999999
44001,-0.15,-1.3149999999999999,-1.5649999999999999
44000,-0.19750000000000001,-1.425,-1.625
43999,-0.19500000000000001,-1.36,-1.6425000000000001
43998,-0.19750000000000001,-1.425,-1.7224999999999999
43997,-0.28000000000000003,-1.6775,-1.8825000000000001
43994,-0.32500000000000001,-1.7275,-1.925
43993,1.4999999999999999E-2,-1.825,-1.635
43992,0.47,-1.83,-1.5249999999999999
43991,0.22750000000000001,-1.5149999999999999,-1.2975000000000001
43990,0.20499999999999999,-1.0549999999999999,-0.98499999999999999
43987,0.28000000000000003,-0.81499999999999995,-0.88500000000000001
43986,0.16750000000000001,-0.86750000000000005,-0.96
43985,0.22750000000000001,-0.83750000000000002,-0.90500000000000003
43984,0.26,-0.97499999999999998,-1
43983,0.20749999999999999,-1.2375,-1.1599999999999999
43980,0.185,-1.3225,-1.2124999999999999
43979,0.19,-1.075,-1.08
43978,0.1,-1.085,-1.1100000000000001
43977,4.2500000000000003E-2,-1.175,-1.1924999999999999
43976,-7.4999999999999997E-2,-1.2749999999999999,-1.3125
43973,-0.09,-1.2775000000000001,-1.3374999999999999
43972,7.4999999999999997E-3,-1.21,-1.2524999999999999
43971,-3.7499999999999999E-2,-1.1525000000000001,-1.2350000000000001
43970,-0.125,-1.1025,-1.3075000000000001
43969,-0.3125,-1.1499999999999999,-1.385
43966,-0.46,-1.2175,-1.4424999999999999
43965,-0.46750000000000003,-1.2450000000000001,-1.4475
43964,-0.4325,-1.2075,-1.4075
43963,-0.41249999999999998,-1.1074999999999999,-1.5125
43962,-0.6,-1.07,-1.6025
43959,-0.64249999999999996,-1.145,-1.7124999999999999
43958,-0.77749999999999997,-1.2875000000000001,-1.85
43957,-0.89749999999999996,-1.3975,-1.9350000000000001
43956,-0.87250000000000005,-1.5649999999999999,-2.085
43955,-0.56999999999999995,-1.7024999999999999,-2.0425
43952,-0.48499999999999999,-1.54,-1.86
43951,-0.4975,-1.37,-1.8525
43950,-0.57750000000000001,-1.59,-2.2799999999999998
43949,-0.63749999999999996,-1.7849999999999999,-2.67
43948,-0.91249999999999998,-1.87,-2.9125000000000001
43945,-1.0449999999999999,-1.97,-2.99
43944,-1.02,-1.99,-2.9624999999999999
43943,-1.0225,-2.2250000000000001,-3.0950000000000002
43942,-0.99750000000000005,-2.38,-3.2349999999999999
43941,-0.91500000000000004,-2.36,-3.1524999999999999
43938,-0.94,-2.4950000000000001,-3.29
43937,-0.74,-2.6025,-3.3075000000000001
43936,-0.51249999999999996,-2.8075000000000001,-3.4375
43935,-0.24,-3.21,-3.5625
43934,-0.315,-3.5649999999999999,-3.7774999999999999
43931,-0.3,-3.31,-3.6124999999999998
43930,-0.3725,-3.2850000000000001,-3.6349999999999998
43929,-0.42749999999999999,-3.4175,-3.8025000000000002
43928,-0.54749999999999999,-3.2749999999999999,-3.83
43927,-0.85,-3.3424999999999998,-4.09
43924,-1.01,-3.6150000000000002,-4.4124999999999996
43923,-0.8175,-3.9624999999999999,-4.3125
43922,-0.69750000000000001,-4.2649999999999997,-4.4275000000000002
43921,-0.59750000000000003,-4.3025000000000002,-4.16
43920,-0.73250000000000004,-4.8425000000000002,-4.99
43917,-0.66,-5.23,-5.41
43916,-0.72750000000000004,-5.2,-4.99
43915,-1.415,-4.0549999999999997,-4.3174999999999999
43914,-1.6625000000000001,-4.4050000000000002,-4.7699999999999996
43913,-2.6974999999999998,-5.52,-6.14
43910,-2.9525000000000001,-6.1325000000000003,-6.5449999999999999
43909,-2.915,-6.6574999999999998,-6.96
43908,-1.375,-8.8674999999999997,-7.3525
43907,-6.5000000000000002E-2,-9.1199999999999992,-6.9974999999999996
43906,0.39750000000000002,-9.3249999999999993,-7.1574999999999998
43903,0.3125,-8.2149999999999999,-6.1749999999999998
43902,0.53249999999999997,-8.6300000000000008,-6.2949999999999999
43901,2.1924999999999999,-7.88,-4.6449999999999996
43900,2.1025,-7.38,-4.12
43899,2.895,-7.62,-4.29
43896,1.83,-4.0975000000000001,-1.845
43895,0.82499999999999996,-2.77,-1.4524999999999999
43894,0.65749999999999997,-2.2475000000000001,-1.25
43893,0.8075,-2.6675,-1.51
43892,0.755,-2.64,-1.4475
43889,0.61250000000000004,-2.395,-1.415
43888,0.495,-1.6025,-0.90500000000000003
43887,0.16250000000000001,-1.375,-0.94750000000000001
43886,-6.25E-2,-1.3174999999999999,-0.94
43885,-0.15,-1.24,-0.96750000000000003
43882,-0.13750000000000001,-0.6825,-0.66500000000000004
43881,-0.23,-0.41499999999999998,-0.54
43880,-0.29249999999999998,-0.52,-0.72499999999999998
43879,-0.27500000000000002,-1.0349999999999999,-0.93500000000000005
43878,-0.28249999999999997,-1.07,-0.94
43875,-0.27250000000000002,-1.1325000000000001,-0.94499999999999995
43874,-0.17499999999999999,-1.125,-0.9
43873,6.25E-2,-1.0249999999999999,-0.83250000000000002
43872,7.4999999999999997E-2,-1.075,-0.83750000000000002
43871,0.14000000000000001,-1.1625000000000001,-0.90249999999999997
43868,0.28249999999999997,-1.165,-0.84499999999999997
43867,0.32500000000000001,-1.075,-0.76500000000000001
43866,0.4425,-1.1825000000000001,-0.72
43865,0.46,-1.2350000000000001,-0.8175
43864,0.50249999999999995,-1.48,-0.96
43861,0.40749999999999997,-1.5175000000000001,-0.94750000000000001
43860,0.27500000000000002,-1.4450000000000001,-0.99
43859,0.2475,-1.21,-0.85250000000000004
43858,0.20250000000000001,-1.34,-0.92500000000000004
43857,0.23499999999999999,-1.4,-0.85
43854,0.245,-1.2150000000000001,-0.8125
43853,0.26,-1.2224999999999999,-0.77500000000000002
43852,0.34499999999999997,-0.97,-0.65500000000000003
43851,0.32250000000000001,-0.97499999999999998,-0.56999999999999995
43850,0.33,-0.6825,-0.39500000000000002
43847,0.35,-0.65,-0.38750000000000001
43846,0.37,-0.7,-0.4
43845,0.34499999999999997,-0.77,-0.48499999999999999
43844,0.32,-0.73750000000000004,-0.49
43843,0.3075,-0.77500000000000002,-0.54749999999999999
43840,0.25,-0.91249999999999998,-0.63
43839,0.23250000000000001,-0.96,-0.65500000000000003
43838,0.22750000000000001,-1.0149999999999999,-0.75249999999999995
43837,0.21249999999999999,-1.0449999999999999,-0.75
43836,0.23749999999999999,-1.1499999999999999,-0.875
43833,0.22750000000000001,-1.2925,-0.83499999999999996
43832,0.35249999999999998,-1.0549999999999999,-0.67
43831,0.41,-1.115,-0.66500000000000004
43830,0.41,-1.075,-0.66500000000000004
43829,0.42249999999999999,-0.96499999999999997,-0.63
43826,0.22750000000000001,-0.91500000000000004,-0.63249999999999995
43825,0.1925,-0.88,-0.64
43824,0.19,-0.85750000000000004,-0.64
43823,0.19500000000000001,-0.85750000000000004,-0.64
43822,0.1925,-0.88,-0.625
43819,0.17249999999999999,-0.9,-0.65
43818,0.19750000000000001,-0.90249999999999997,-0.64249999999999996
43817,0.22,-0.9,-0.66500000000000004
43816,0.26,-0.91,-0.71
43815,0.29499999999999998,-0.95,-0.7
43812,0.29249999999999998,-1,-0.74750000000000005
43811,0.26,-1.1074999999999999,-0.81
43810,0.27500000000000002,-1.2075,-0.86250000000000004
43809,0.245,-1.1850000000000001,-0.83
43808,0.24249999999999999,-1.1225000000000001,-0.81499999999999995
43805,0.26250000000000001,-1.115,-0.84
43804,0.31,-1.0575000000000001,-0.82499999999999996
43803,0.28000000000000003,-1.01,-0.78500000000000003
43802,0.27750000000000002,-0.98499999999999999,-0.74
43801,0.25750000000000001,-0.76249999999999996,-0.75
43798,0.14000000000000001,-0.67,-0.745
43797,0.215,-0.81,-0.8
43796,0.22,-0.82750000000000001,-0.79500000000000004
43795,0.22750000000000001,-0.92,-0.84499999999999997
43794,0.28999999999999998,-1,-0.94499999999999995
43791,0.29249999999999998,-1.1000000000000001,-0.97
43790,0.32250000000000001,-1.1000000000000001,-0.97
43789,0.32750000000000001,-1.05,-0.92749999999999999
43788,0.33,-0.95,-0.86499999999999999
43787,0.3075,-0.94499999999999995,-0.85499999999999998
43784,0.27,-0.95,-0.82750000000000001
43783,0.17,-0.92500000000000004,-0.90500000000000003
43782,0.125,-0.82,-0.76
43781,0.14249999999999999,-0.75,-0.72499999999999998
43780,0.1275,-0.73,-0.72250000000000003
43777,0.115,-0.67,-0.67500000000000004
43776,0.15,-0.67500000000000004,-0.70499999999999996
43775,0.15,-0.7,-0.7
43774,0.21,-0.7,-0.7
43773,0.3,-0.93,-0.8
43770,0.28749999999999998,-0.96499999999999997,-0.78500000000000003
43769,0.28499999999999998,-0.995,-0.77249999999999996
43768,0.24,-0.73,-0.6875
43767,0.22500000000000001,-0.78500000000000003,-0.68
43766,0.20749999999999999,-0.82499999999999996,-0.75
43763,0.23,-0.92,-0.69750000000000001
43762,0.245,-0.96,-0.79500000000000004
43761,0.26250000000000001,-0.98499999999999999,-0.78249999999999997
43760,0.35499999999999998,-0.97499999999999998,-0.78500000000000003
43759,0.36499999999999999,-1.05,-0.76
43756,0.36499999999999999,-1.0449999999999999,-0.8
43755,0.30249999999999999,-1.0349999999999999,-0.83499999999999996
43754,0.2225,-1.085,-0.91
43753,0.20250000000000001,-1.105,-0.98499999999999999
43752,0.20250000000000001,-1.1200000000000001,-1.0249999999999999
43749,0.2225,-1.1200000000000001,-1.0125
43748,0.14749999999999999,-1.1499999999999999,-1.17
43747,0.1125,-1.25,-1.2450000000000001
43746,0.1,-1.28,-1.2849999999999999
43745,0.11749999999999999,-1.325,-1.32
43742,0.1125,-1.36,-1.3875
43741,9.5000000000000001E-2,-1.49,-1.43
43740,0.04,-1.5249999999999999,-1.4750000000000001
43739,-0.1225,-1.4850000000000001,-1.33
43738,-0.2225,-1.5,-1.375
43735,-0.16,-1.5049999999999999,-1.375
43734,-0.13,-1.55,-1.4
43733,-4.2500000000000003E-2,-1.625,-1.37
43732,-3.7499999999999999E-2,-1.62,-1.36
43731,-4.7500000000000001E-2,-1.605,-1.34
43728,-1.4999999999999999E-2,-1.5249999999999999,-1.2175
43727,-1.4999999999999999E-2,-1.5049999999999999,-1.2350000000000001
43726,-0.02,-1.43,-1.2024999999999999
43725,-2.75E-2,-1.4325000000000001,-1.22
43724,-0.03,-1.45,-1.2450000000000001
43721,-3.5000000000000003E-2,-1.35,-1.2075
43720,-0.17499999999999999,-1.38,-1.3025
43719,-0.1925,-1.4225000000000001,-1.355
43718,-7.4999999999999997E-2,-1.43,-1.2625
43717,-7.0000000000000007E-2,-1.51,-1.3325
43714,-7.2499999999999995E-2,-1.5874999999999999,-1.3325
43713,-5.5E-2,-1.5349999999999999,-1.35
43712,-0.10249999999999999,-1.54,-1.4075
43711,-0.43,-1.7175,-1.62
43710,-0.45500000000000002,-1.6675,-1.6225000000000001
43707,-0.41749999999999998,-1.6950000000000001,-1.62
43706,-0.30249999999999999,-1.6625000000000001,-1.5774999999999999
43705,-0.11,-1.73,-1.5475000000000001
43704,-0.01,-1.7749999999999999,-1.5525
43703,0.01,-1.9,-1.64
43700,-7.4999999999999997E-2,-1.9350000000000001,-1.7424999999999999
43699,-0.32250000000000001,-1.58,-1.5249999999999999
43698,-0.26500000000000001,-1.59,-1.5125
43697,-0.24,-1.6174999999999999,-1.5024999999999999
43696,-0.19,-1.57,-1.4575
43693,-0.17,-1.6725000000000001,-1.6274999999999999
43692,-0.04,-1.8975,-1.73
43691,0.08,-1.88,-1.6475
43690,0.1275,-1.5525,-1.3725000000000001
43689,0.16,-1.885,-1.5825
43686,0.1525,-1.825,-1.53
43685,0.16500000000000001,-1.7549999999999999,-1.4424999999999999
43684,0.14249999999999999,-1.91,-1.4375
43683,2.75E-2,-1.73,-1.33
43682,-5.2499999999999998E-2,-1.9750000000000001,-1.8525
43679,-0.32250000000000001,-1.7024999999999999,-1.6525000000000001
43678,-0.41,-1.4,-1.335
43677,-0.19,-0.98499999999999999,-0.98750000000000004
43676,-9.7500000000000003E-2,-1.0549999999999999,-0.98250000000000004
43675,-6.5000000000000002E-2,-0.98,-0.88500000000000001
43672,-4.2500000000000003E-2,-0.94,-0.84499999999999997
43671,-3.7499999999999999E-2,-1.01,-0.91
43670,0.01,-1.0725,-0.90749999999999997
